routename,routeid,start,end,length,ave_speed(m/s),ave_grad,gap_time(s),track,path
R4,DC5061A(M),DC5061,DC5075,2093.676093,27.73237567,1.269060582,82.68491026,"['TDAB', 'TDAC']","['P826', 'P991', 'P264', 'P265', 'P266', 'P267', 'P268', 'P1654', 'P999', 'P1531', 'P1535', 'P1003', 'P831']"
R2,DC5062A(M),DC5062,DC5077,2093.567985,23.51713188,1.270937917,92.4804259,"['TFBY', 'TFBW']","['P827', 'P992', 'P270', 'P271', 'P272', 'P273', 'P274', 'P275', 'P1656', 'P1526', 'P1000', 'P1532', 'P1004', 'P833']"
R35,DC5063A(M),DC5063,DC5079,2195.246138,21.30900931,1.21253348,120.5608438,"['TNGW', 'TDCB', 'TDCG']","['P821', 'P995', 'P997', 'P282', 'P283', 'P284', 'P289', 'P285', 'P286', 'P1657', 'P1658', 'P1001', 'P329', 'P1527', 'P1533', 'P1005', 'P835']"
R36,DC5063B(M),DC5063,DC5081,2215.231199,18.88587734,1.202117587,139.5800597,"['TNGW', 'TDCB', 'TDCG', 'TFDU', 'TFDR']","['P821', 'P995', 'P997', 'P282', 'P283', 'P284', 'P289', 'P285', 'P286', 'P1657', 'P1658', 'P1001', 'P330', 'P331', 'P1298', 'P1299', 'P333', 'P332', 'P420', 'P1529', 'P1534', 'P1006', 'P837']"
R206,DC5063C(M),DC5063,EC5491,2005.526579,11.25041502,-0.189912073,218.5618059,"['TNGW', 'TDCB', 'TDCG', 'TFDU', 'TFDR', 'TEDC', 'TEDG', 'TEDH', 'TEDJ']","['P821', 'P995', 'P997', 'P282', 'P283', 'P284', 'P289', 'P285', 'P286', 'P1657', 'P1658', 'P1001', 'P330', 'P331', 'P1298', 'P1299', 'P333', 'P332', 'P421', 'P1530', 'P1542', 'P422', 'P423', 'P1300', 'P355', 'P1053', 'P1062', 'P1056', 'P828', 'P1536', 'P1064', 'P1538', 'P1541']"
R207,DC5063D(M),DC5063,EC5493,2123.618133,10.85580628,-0.178188983,245.7254296,"['TNGW', 'TDCB', 'TDCG', 'TFDU', 'TFDR', 'TEDC', 'TGAS', 'TGAR', 'TGAM']","['P821', 'P995', 'P997', 'P282', 'P283', 'P284', 'P289', 'P285', 'P286', 'P1657', 'P1658', 'P1001', 'P330', 'P331', 'P1298', 'P1299', 'P333', 'P332', 'P421', 'P1530', 'P1542', 'P422', 'P423', 'P1300', 'P355', 'P1672', 'P425', 'P426', 'P427', 'P1063', 'P1055', 'P829', 'P1537', 'P1539', 'P1054', 'P1540', 'P428', 'P429', 'P430', 'P431']"
R39,DC5064A(M),DC5064,DC5079,2172.721609,21.41405786,1.225103772,118.5454064,"['TRJS', 'TDCB', 'TDCG']","['P822', 'P996', 'P998', 'P288', 'P290', 'P289', 'P285', 'P286', 'P1657', 'P1658', 'P1001', 'P329', 'P1527', 'P1533', 'P1005', 'P835']"
R40,DC5064B(M),DC5064,DC5081,2192.706671,18.96507688,1.214466312,137.5646223,"['TRJS', 'TDCB', 'TDCG', 'TFDU', 'TFDR']","['P822', 'P996', 'P998', 'P288', 'P290', 'P289', 'P285', 'P286', 'P1657', 'P1658', 'P1001', 'P330', 'P331', 'P1298', 'P1299', 'P333', 'P332', 'P420', 'P1529', 'P1534', 'P1006', 'P837']"
R208,DC5064C(M),DC5064,EC5491,1983.00205,11.25126029,-0.192069247,216.5463685,"['TRJS', 'TDCB', 'TDCG', 'TFDU', 'TFDR', 'TEDC', 'TEDG', 'TEDH', 'TEDJ']","['P822', 'P996', 'P998', 'P288', 'P290', 'P289', 'P285', 'P286', 'P1657', 'P1658', 'P1001', 'P330', 'P331', 'P1298', 'P1299', 'P333', 'P332', 'P421', 'P1530', 'P1542', 'P422', 'P423', 'P1300', 'P355', 'P1053', 'P1062', 'P1056', 'P828', 'P1536', 'P1064', 'P1538', 'P1541']"
R209,DC5064D(M),DC5064,EC5493,2101.093605,10.85237368,-0.180099237,243.7099922,"['TRJS', 'TDCB', 'TDCG', 'TFDU', 'TFDR', 'TEDC', 'TGAS', 'TGAR', 'TGAM']","['P822', 'P996', 'P998', 'P288', 'P290', 'P289', 'P285', 'P286', 'P1657', 'P1658', 'P1001', 'P330', 'P331', 'P1298', 'P1299', 'P333', 'P332', 'P421', 'P1530', 'P1542', 'P422', 'P423', 'P1300', 'P355', 'P1672', 'P425', 'P426', 'P427', 'P1063', 'P1055', 'P829', 'P1537', 'P1539', 'P1054', 'P1540', 'P428', 'P429', 'P430', 'P431']"
R43,DC5065A(M),DC5065,DC5079,2449.367637,21.02155218,1.086733326,130.8164503,"['TDCA', 'TDCB', 'TDCG']","['P820', 'P1002', 'P316', 'P317', 'P318', 'P319', 'P286', 'P1657', 'P1658', 'P1001', 'P329', 'P1527', 'P1533', 'P1005', 'P835']"
R44,DC5065B(M),DC5065,DC5081,2469.352698,18.85011159,1.078407465,149.8356662,"['TDCA', 'TDCB', 'TDCG', 'TFDU', 'TFDR']","['P820', 'P1002', 'P316', 'P317', 'P318', 'P319', 'P286', 'P1657', 'P1658', 'P1001', 'P330', 'P331', 'P1298', 'P1299', 'P333', 'P332', 'P420', 'P1529', 'P1534', 'P1006', 'P837']"
R210,DC5065C(M),DC5065,EC5491,2259.648078,12.07001914,-0.168554437,228.8174124,"['TDCA', 'TDCB', 'TDCG', 'TFDU', 'TFDR', 'TEDC', 'TEDG', 'TEDH', 'TEDJ']","['P820', 'P1002', 'P316', 'P317', 'P318', 'P319', 'P286', 'P1657', 'P1658', 'P1001', 'P330', 'P331', 'P1298', 'P1299', 'P333', 'P332', 'P421', 'P1530', 'P1542', 'P422', 'P423', 'P1300', 'P355', 'P1053', 'P1062', 'P1056', 'P828', 'P1536', 'P1064', 'P1538', 'P1541']"
R211,DC5065D(M),DC5065,EC5493,2377.739633,11.67687828,-0.159144992,255.9810362,"['TDCA', 'TDCB', 'TDCG', 'TFDU', 'TFDR', 'TEDC', 'TGAS', 'TGAR', 'TGAM']","['P820', 'P1002', 'P316', 'P317', 'P318', 'P319', 'P286', 'P1657', 'P1658', 'P1001', 'P330', 'P331', 'P1298', 'P1299', 'P333', 'P332', 'P421', 'P1530', 'P1542', 'P422', 'P423', 'P1300', 'P355', 'P1672', 'P425', 'P426', 'P427', 'P1063', 'P1055', 'P829', 'P1537', 'P1539', 'P1054', 'P1540', 'P428', 'P429', 'P430', 'P431']"
R47,DC5066A(M),DC5066,DC5081,2239.900923,18.10638499,1.188877756,145.9497737,"['TFDY', 'TFDW', 'TFDU', 'TFDR']","['P823', 'P1057', 'P324', 'P325', 'P418', 'P326', 'P1662', 'P327', 'P328', 'P1050', 'P332', 'P420', 'P1529', 'P1534', 'P1006', 'P837']"
R212,DC5066B(M),DC5066,EC5491,2030.196302,10.48318828,-0.187604376,224.9315198,"['TFDY', 'TFDW', 'TFDU', 'TFDR', 'TEDC', 'TEDG', 'TEDH', 'TEDJ']","['P823', 'P1057', 'P324', 'P325', 'P418', 'P326', 'P1662', 'P327', 'P328', 'P1050', 'P332', 'P421', 'P1530', 'P1542', 'P422', 'P423', 'P1300', 'P355', 'P1053', 'P1062', 'P1056', 'P828', 'P1536', 'P1064', 'P1538', 'P1541']"
R213,DC5066C(M),DC5066,EC5493,2148.287857,10.13528552,-0.176142761,252.0951436,"['TFDY', 'TFDW', 'TFDU', 'TFDR', 'TEDC', 'TGAS', 'TGAR', 'TGAM']","['P823', 'P1057', 'P324', 'P325', 'P418', 'P326', 'P1662', 'P327', 'P328', 'P1050', 'P332', 'P421', 'P1530', 'P1542', 'P422', 'P423', 'P1300', 'P355', 'P1672', 'P425', 'P426', 'P427', 'P1063', 'P1055', 'P829', 'P1537', 'P1539', 'P1054', 'P1540', 'P428', 'P429', 'P430', 'P431']"
R116,DC5075A(M),DC5075,DC5083,9993.819007,28.31174042,0.218258144,354.047714,['TDAF'],"['P830', 'P1716', 'P1720', 'P1721', 'P1725', 'P492', 'P838', 'P1189', 'P1562']"
R1,DC5076A(C),DC5076,EC5480,3613.633403,12.73377386,-0.729792164,391.6764697,"['TFDR', 'TFDU', 'TFDW', 'TFDY', 'TECW']","['P1006', 'P1534', 'P1529', 'P420', 'P332', 'P1050', 'P328', 'P327', 'P1662', 'P326', 'P418', 'P419', 'P417', 'P1297', 'P1296', 'P416', 'P415', 'P414', 'P392', 'P393', 'P391', 'P390', 'P1048', 'P825', 'P1045', 'P389']"
R117,DC5076A(M),DC5076,EC5480,3613.633403,12.73377386,-0.729792164,391.6764697,"['TFDR', 'TFDU', 'TFDW', 'TFDY', 'TECW', 'TGAU', 'TGAW']","['P1006', 'P1534', 'P1529', 'P420', 'P332', 'P1050', 'P328', 'P327', 'P1662', 'P326', 'P418', 'P419', 'P417', 'P1297', 'P1296', 'P416', 'P415', 'P414', 'P392', 'P393', 'P391', 'P390', 'P1048', 'P825', 'P1045', 'P389']"
R8,DC5076B(C),DC5076,EC5484,3520.69888,12.89289723,-0.749056205,377.8172292,,"['P1006', 'P1534', 'P1529', 'P420', 'P332', 'P1050', 'P328', 'P327', 'P1662', 'P326', 'P418', 'P419', 'P417', 'P1297', 'P1296', 'P416', 'P415', 'P414', 'P392', 'P344', 'P1047', 'P824', 'P1046', 'P819']"
R118,DC5076B(M),DC5076,EC5484,3520.69888,12.89289723,-0.749056205,377.8172292,"['TFDR', 'TFDU', 'TFDW', 'TFDY', 'TECW', 'TECV', 'TECS']","['P1006', 'P1534', 'P1529', 'P420', 'P332', 'P1050', 'P328', 'P327', 'P1662', 'P326', 'P418', 'P419', 'P417', 'P1297', 'P1296', 'P416', 'P415', 'P414', 'P392', 'P344', 'P1047', 'P824', 'P1046', 'P819']"
R10,DC5076C(C),DC5076,TD5056,3838.392644,16.12392555,-0.687058774,265.4303683,,"['P1006', 'P1534', 'P1529', 'P420', 'P332', 'P1050', 'P328', 'P327', 'P1662', 'P326', 'P418', 'P325', 'P324', 'P1057', 'P823', 'P1058', 'P1059', 'P818']"
R119,DC5076C(M),DC5076,TD5056,3838.392644,16.12392555,-0.687058774,265.4303683,"['TFDR', 'TFDU', 'TFDW', 'TFDY', 'TFML', 'TFMN', 'TFMP']","['P1006', 'P1534', 'P1529', 'P420', 'P332', 'P1050', 'P328', 'P327', 'P1662', 'P326', 'P418', 'P325', 'P324', 'P1057', 'P823', 'P1058', 'P1059', 'P818']"
R37,DC5076D(C),DC5076,TD5055,3842.853835,16.87902578,-0.686261163,252.5399408,,"['P1006', 'P1534', 'P1529', 'P420', 'P332', 'P333', 'P1299', 'P1298', 'P331', 'P330', 'P1001', 'P1658', 'P1657', 'P286', 'P319', 'P318', 'P317', 'P316', 'P1002', 'P820', 'P1061', 'P1060', 'P816']"
R120,DC5076D(M),DC5076,TD5055,3842.853835,16.87902578,-0.686261163,252.5399408,"['TFDR', 'TFDU', 'TDCG', 'TDCB', 'TDCA', 'TDPK', 'TDPJ', 'TDPG']","['P1006', 'P1534', 'P1529', 'P420', 'P332', 'P333', 'P1299', 'P1298', 'P331', 'P330', 'P1001', 'P1658', 'P1657', 'P286', 'P319', 'P318', 'P317', 'P316', 'P1002', 'P820', 'P1061', 'P1060', 'P816']"
R38,DC5076E(C),DC5076,TD5054,3709.960808,15.74681473,-0.710843451,273.7303619,,"['P1006', 'P1534', 'P1529', 'P420', 'P332', 'P333', 'P1299', 'P1298', 'P331', 'P330', 'P1001', 'P1658', 'P1657', 'P286', 'P285', 'P289', 'P290', 'P288', 'P998', 'P996', 'P822', 'P994', 'P988', 'P815']"
R121,DC5076E(M),DC5076,TD5054,3709.960808,15.74681473,-0.710843451,273.7303619,"['TFDR', 'TFDU', 'TDCG', 'TDCB', 'TRJS', 'TRJV', 'TRJW', 'TRJY']","['P1006', 'P1534', 'P1529', 'P420', 'P332', 'P333', 'P1299', 'P1298', 'P331', 'P330', 'P1001', 'P1658', 'P1657', 'P286', 'P285', 'P289', 'P290', 'P288', 'P998', 'P996', 'P822', 'P994', 'P988', 'P815']"
R41,DC5076F(C),DC5076,TD5053,3732.485336,15.71923112,-0.706553705,275.7457993,,"['P1006', 'P1534', 'P1529', 'P420', 'P332', 'P333', 'P1299', 'P1298', 'P331', 'P330', 'P1001', 'P1658', 'P1657', 'P286', 'P285', 'P289', 'P284', 'P283', 'P282', 'P997', 'P995', 'P821', 'P993', 'P987', 'P814']"
R122,DC5076F(M),DC5076,TD5053,3732.485336,15.71923112,-0.706553705,275.7457993,"['TFDR', 'TFDU', 'TDCG', 'TDCB', 'TNGW', 'TNGU', 'TNGS', 'TNGR']","['P1006', 'P1534', 'P1529', 'P420', 'P332', 'P333', 'P1299', 'P1298', 'P331', 'P330', 'P1001', 'P1658', 'P1657', 'P286', 'P285', 'P289', 'P284', 'P283', 'P282', 'P997', 'P995', 'P821', 'P993', 'P987', 'P814']"
R123,DC5077A(M),DC5077,DC5085,11064.22191,28.17745024,0.19683146,393.9673571,['TFBR'],"['P832', 'P1715', 'P1719', 'P1722', 'P1726', 'P1727', 'P493', 'P1190', 'P1563']"
R42,DC5078A(C),DC5078,TD5055,3822.367656,18.25887244,-0.689201414,233.5020421,,"['P1005', 'P1533', 'P1527', 'P329', 'P1001', 'P1658', 'P1657', 'P286', 'P319', 'P318', 'P317', 'P316', 'P1002', 'P820', 'P1061', 'P1060', 'P816']"
R124,DC5078A(M),DC5078,TD5055,3822.367656,18.25887244,-0.689201414,233.5020421,"['TDCG', 'TDCB', 'TDCA', 'TDPK', 'TDPJ', 'TDPG']","['P1005', 'P1533', 'P1527', 'P329', 'P1001', 'P1658', 'P1657', 'P286', 'P319', 'P318', 'P317', 'P316', 'P1002', 'P820', 'P1061', 'P1060', 'P816']"
R45,DC5078B(C),DC5078,TD5054,3689.474629,17.17007606,-0.714026103,254.6924632,,"['P1005', 'P1533', 'P1527', 'P329', 'P1001', 'P1658', 'P1657', 'P286', 'P285', 'P289', 'P290', 'P288', 'P998', 'P996', 'P822', 'P994', 'P988', 'P815']"
R125,DC5078B(M),DC5078,TD5054,3689.474629,17.17007606,-0.714026103,254.6924632,"['TDCG', 'TDCB', 'TRJS', 'TRJV', 'TRJW', 'TRJY']","['P1005', 'P1533', 'P1527', 'P329', 'P1001', 'P1658', 'P1657', 'P286', 'P285', 'P289', 'P290', 'P288', 'P998', 'P996', 'P822', 'P994', 'P988', 'P815']"
R48,DC5078C(C),DC5078,TD5053,3711.999157,17.13370382,-0.70969337,256.7079005,,"['P1005', 'P1533', 'P1527', 'P329', 'P1001', 'P1658', 'P1657', 'P286', 'P285', 'P289', 'P284', 'P283', 'P282', 'P997', 'P995', 'P821', 'P993', 'P987', 'P814']"
R126,DC5078C(M),DC5078,TD5053,3711.999157,17.13370382,-0.70969337,256.7079005,"['TDCG', 'TDCB', 'TNGW', 'TNGU', 'TNGS', 'TNGR']","['P1005', 'P1533', 'P1527', 'P329', 'P1001', 'P1658', 'P1657', 'P286', 'P285', 'P289', 'P284', 'P283', 'P282', 'P997', 'P995', 'P821', 'P993', 'P987', 'P814']"
R127,DC5079A(M),DC5079,DC5087,11067.81265,27.69776937,0.196414581,399.6297638,['TDCK'],"['P834', 'P1714', 'P1718', 'P1723', 'P1728', 'P1729', 'P494', 'P1191', 'P1564']"
R46,DC5080A(C),DC5080,DW5302,3827.889985,22.48484994,-0.690146954,182.5786113,,"['P1004', 'P1532', 'P1000', 'P1526', 'P1656', 'P275', 'P274', 'P273', 'P272', 'P271', 'P270', 'P992', 'P827', 'P990', 'P986', 'P813']"
R128,DC5080A(M),DC5080,DW5302,3827.889985,22.48484994,-0.690146954,182.5786113,"['TFBW', 'TFBY', 'TYTS', 'TYTV', 'TYTW']","['P1004', 'P1532', 'P1000', 'P1526', 'P1656', 'P275', 'P274', 'P273', 'P272', 'P271', 'P270', 'P992', 'P827', 'P990', 'P986', 'P813']"
R129,DC5081A(M),DC5081,DC5089,11054.02604,27.69757063,0.197561266,399.1349141,"['TFDM', 'TFDK']","['P836', 'P1713', 'P1717', 'P1724', 'P1730', 'P1731', 'P504', 'P1192', 'P1565', 'P1193']"
R49,DC5082A(C),DC5082,DW5301,3827.054093,19.41537994,-0.689848799,199.3358586,,"['P1003', 'P1535', 'P1531', 'P999', 'P1654', 'P268', 'P267', 'P266', 'P265', 'P264', 'P991', 'P826', 'P989', 'P985', 'P817']"
R130,DC5082A(M),DC5082,DW5301,3827.054093,19.41537994,-0.689848799,199.3358586,"['TDAC', 'TDAB', 'TPSU', 'TPSM', 'TPSL']","['P1003', 'P1535', 'P1531', 'P999', 'P1654', 'P268', 'P267', 'P266', 'P265', 'P264', 'P991', 'P826', 'P989', 'P985', 'P817']"
R131,DC5083A(M),DC5083,DC5093,1785.349661,49.17440005,-0.534372996,36.30648588,"['TDAG', 'TDAJ', 'TDAK', 'TDAL', 'TDAP', 'TDAR', 'TDAU']","['P839', 'P1185', 'P843', 'P509', 'P1194', 'P1196', 'P569', 'P1202', 'P1570', 'P585', 'P587', 'P1203', 'P1204', 'P847', 'P1211']"
R132,DC5084A(M),DC5084,DC5076,12587.92329,27.45209584,-0.067938599,459.2370102,"['TFDB', 'TFDC', 'TFDE', 'TFDG', 'TFDK', 'TFDM', 'TFDP']","['P604', 'P597', 'P602', 'P601', 'P600', 'P599', 'P598', 'P1568', 'P846', 'P573', 'P1207', 'P960', 'P1188', 'P842', 'P1193', 'P1565', 'P1192', 'P504', 'P1731', 'P1730', 'P1724', 'P1717', 'P1713', 'P836', 'P837']"
R133,DC5084B(M),DC5084,DC5078,12593.28892,27.62527441,-0.048516083,456.8159662,"['TFDB', 'TFBE', 'TFBG', 'TDCR', 'TDCM', 'TDCL', 'TDCK', 'TDCH']","['P604', 'P607', 'P1320', 'P606', 'P605', 'P1206', 'P1567', 'P577', 'P580', 'P1306', 'P579', 'P1310', 'P578', 'P845', 'P563', 'P1200', 'P1199', 'P557', 'P1187', 'P841', 'P1564', 'P1191', 'P494', 'P1729', 'P1728', 'P1723', 'P1718', 'P1714', 'P834', 'P835']"
R134,DC5084C(M),DC5084,DC5080,12521.84355,28.88872858,-0.059008102,437.4948225,"['TFDB', 'TFBE', 'TFBG', 'TFBK', 'TFBN', 'TFBP', 'TFBR', 'TFBU']","['P604', 'P607', 'P1320', 'P606', 'P605', 'P1206', 'P1567', 'P577', 'P584', 'P582', 'P1201', 'P568', 'P558', 'P1195', 'P1186', 'P840', 'P1563', 'P1190', 'P493', 'P1727', 'P1726', 'P1722', 'P1719', 'P1715', 'P832', 'P833']"
R135,DC5085A(M),DC5085,DC5093,1790.702301,40.97856613,-0.538478774,45.09975822,"['TFBP', 'TFBN', 'TFBK', 'TFBG', 'TDAL', 'TDAP', 'TDAR', 'TDAU']","['P840', 'P1186', 'P1195', 'P558', 'P568', 'P1201', 'P582', 'P586', 'P901', 'P1309', 'P900', 'P1569', 'P585', 'P587', 'P1203', 'P1204', 'P847', 'P1211']"
R136,DC5085B(M),DC5085,DC5095,1786.932,35.76320003,-0.534243856,49.96566298,"['TFBP', 'TFBN', 'TFBK', 'TFBG', 'TFBE', 'TFBD']","['P840', 'P1186', 'P1195', 'P558', 'P568', 'P1201', 'P582', 'P584', 'P577', 'P1567', 'P1206', 'P603', 'P1205', 'P848', 'P608']"
R137,DC5085C(M),DC5085,DC5097,1794.453644,27.89365495,-0.525708723,48.60546591,"['TFBP', 'TFBN', 'TFBK', 'TFBG', 'TFBE', 'TFDB', 'TFMJ']","['P840', 'P1186', 'P1195', 'P558', 'P568', 'P1201', 'P582', 'P584', 'P577', 'P1567', 'P1206', 'P605', 'P606', 'P1320', 'P607', 'P604', 'P849', 'P609']"
R138,DC5087A(M),DC5087,DC5093,1887.638956,40.5433883,-0.615311172,49.94677056,"['TDCL', 'TDCM', 'TFBN', 'TFBK', 'TDAK', 'TDAL', 'TDAP', 'TDAR', 'TDAU']","['P841', 'P1187', 'P559', 'P560', 'P1197', 'P1198', 'P561', 'P562', 'P558', 'P570', 'P571', 'P1303', 'P1304', 'P572', 'P569', 'P1202', 'P1570', 'P585', 'P587', 'P1203', 'P1204', 'P847', 'P1211']"
R139,DC5087B(M),DC5087,DC5095,1852.240645,30.61839157,-0.586912601,61.72599742,"['TDCL', 'TDCM', 'TDCR', 'TFBG', 'TFBE', 'TFBD']","['P841', 'P1187', 'P557', 'P1199', 'P1200', 'P563', 'P845', 'P578', 'P1310', 'P579', 'P1306', 'P580', 'P577', 'P1567', 'P1206', 'P603', 'P1205', 'P848', 'P608']"
R140,DC5087C(M),DC5087,DC5097,1859.762289,23.04600637,-0.578464179,60.36580035,"['TDCL', 'TDCM', 'TDCR', 'TFBG', 'TFBE', 'TFDB', 'TFMJ']","['P841', 'P1187', 'P557', 'P1199', 'P1200', 'P563', 'P845', 'P578', 'P1310', 'P579', 'P1306', 'P580', 'P577', 'P1567', 'P1206', 'P605', 'P606', 'P1320', 'P607', 'P604', 'P849', 'P609']"
R141,DC5088A(M),DC5088,DC5076,12655.70279,27.89991312,-0.066411976,454.718223,"['TFBE', 'TFBG', 'TDCR', 'TFDE', 'TFDG', 'TFDK', 'TFDM', 'TFDP']","['P1205', 'P603', 'P1206', 'P1567', 'P577', 'P580', 'P1306', 'P579', 'P1310', 'P578', 'P845', 'P563', 'P567', 'P1302', 'P1301', 'P566', 'P565', 'P961', 'P1188', 'P842', 'P1193', 'P1565', 'P1192', 'P504', 'P1731', 'P1730', 'P1724', 'P1717', 'P1713', 'P836', 'P837']"
R142,DC5088B(M),DC5088,DC5078,12585.11827,27.90708993,-0.047572437,452.0675257,"['TFBE', 'TFBG', 'TDCR', 'TDCM', 'TDCL', 'TDCK', 'TDCH']","['P1205', 'P603', 'P1206', 'P1567', 'P577', 'P580', 'P1306', 'P579', 'P1310', 'P578', 'P845', 'P563', 'P1200', 'P1199', 'P557', 'P1187', 'P841', 'P1564', 'P1191', 'P494', 'P1729', 'P1728', 'P1723', 'P1718', 'P1714', 'P834', 'P835']"
R143,DC5088C(M),DC5088,DC5080,12513.67291,29.17297804,-0.058065919,432.7463819,"['TFBE', 'TFBG', 'TFBK', 'TFBN', 'TFBP', 'TFBR', 'TFBU']","['P1205', 'P603', 'P1206', 'P1567', 'P577', 'P584', 'P582', 'P1201', 'P568', 'P558', 'P1195', 'P1186', 'P840', 'P1563', 'P1190', 'P493', 'P1727', 'P1726', 'P1722', 'P1719', 'P1715', 'P832', 'P833']"
R144,DC5089A(M),DC5089,DC5095,1937.112883,30.45207483,-0.440668317,64.89022725,"['TFDG', 'TFDE', 'TDCR', 'TFBG', 'TFBE', 'TFBD']","['P842', 'P1188', 'P961', 'P565', 'P566', 'P1301', 'P1302', 'P567', 'P563', 'P845', 'P578', 'P1310', 'P579', 'P1306', 'P580', 'P577', 'P1567', 'P1206', 'P603', 'P1205', 'P848', 'P608']"
R73,DC5089B(C),DC5089,DC5097,1868.684384,25.0677023,-0.44945173,75.13800408,,"['P842', 'P1188', 'P960', 'P1207', 'P573', 'P846', 'P1568', 'P598', 'P599', 'P600', 'P601', 'P602', 'P597', 'P604', 'P849', 'P609']"
R145,DC5089B(M),DC5089,DC5097,1868.684384,25.0677023,-0.44945173,75.13800408,"['TFDG', 'TFDE', 'TFDC', 'TFDB', 'TFMJ']","['P842', 'P1188', 'P960', 'P1207', 'P573', 'P846', 'P1568', 'P598', 'P599', 'P600', 'P601', 'P602', 'P597', 'P604', 'P849', 'P609']"
R146,DC5090A(M),DC5090,DC5078,12580.35246,28.65430999,-0.048567531,444.6873579,"['TDAP', 'TDAL', 'TFBG', 'TFBK', 'TFBN', 'TDCM', 'TDCL', 'TDCK', 'TDCH']","['P1204', 'P1203', 'P587', 'P585', 'P1569', 'P900', 'P1309', 'P901', 'P586', 'P582', 'P1201', 'P568', 'P558', 'P562', 'P561', 'P1198', 'P1197', 'P560', 'P559', 'P1187', 'P841', 'P1564', 'P1191', 'P494', 'P1729', 'P1728', 'P1723', 'P1718', 'P1714', 'P834', 'P835']"
R147,DC5090B(M),DC5090,DC5080,12518.74021,29.55537375,-0.057431359,430.5241367,"['TDAP', 'TDAL', 'TFBG', 'TFBK', 'TFBN', 'TFBP', 'TFBR', 'TFBU']","['P1204', 'P1203', 'P587', 'P585', 'P1569', 'P900', 'P1309', 'P901', 'P586', 'P582', 'P1201', 'P568', 'P558', 'P1195', 'P1186', 'P840', 'P1563', 'P1190', 'P493', 'P1727', 'P1726', 'P1722', 'P1719', 'P1715', 'P832', 'P833']"
R148,DC5090C(M),DC5090,DC5082,11442.35867,30.03446052,-0.063846194,397.4688979,"['TDAP', 'TDAL', 'TDAK', 'TDAJ', 'TDAG', 'TDAF', 'TDAE']","['P1204', 'P1203', 'P587', 'P585', 'P1570', 'P1202', 'P569', 'P1196', 'P1194', 'P509', 'P843', 'P1185', 'P839', 'P1562', 'P1189', 'P838', 'P492', 'P1725', 'P1721', 'P1720', 'P1716', 'P830', 'P831']"
R149,DC5092A(M),DC5092,DC5084,1381.3,22.35200002,-1.034035054,61.79760195,"['TFMD', 'TFME', 'TFMH', 'TFMJ']","['P1217', 'P1216', 'P1573', 'P1214', 'P1208', 'P852', 'P609', 'P849']"
R76,DC5093A(C),DC5093,DC5107,2308.201558,49.16783543,0.992429563,46.95632143,,"['P850', 'P1210', 'P1212', 'P551', 'P1572', 'P547', 'P548', 'P549', 'P546', 'P1319', 'P1220', 'P853', 'P1576', 'P857', 'P1222']"
R150,DC5093A(M),DC5093,DC5107,2308.201558,49.16783543,0.992429563,46.95632143,"['TDAV', 'TDAW', 'TDBA', 'TDEB', 'TDEB', 'TDEC', 'TDEG']","['P850', 'P1210', 'P1212', 'P551', 'P1572', 'P547', 'P548', 'P549', 'P546', 'P1319', 'P1220', 'P853', 'P1576', 'P857', 'P1222']"
R151,DC5093B(M),DC5093,DC5101,1463.309976,49.16404513,0.895053017,29.77478834,"['TDAV', 'TDAW', 'TDBA', 'TDBC', 'TDBE']","['P850', 'P1210', 'P1212', 'P551', 'P1572', 'P545', 'P1221', 'P1219', 'P854', 'P1577']"
R152,DC5094A(M),DC5094,DC5088,1381.324,35.76320003,-1.034444488,38.6241723,"['TFAM', 'TFAS', 'TFAW', 'TFBD']","['P1218', 'P1215', 'P1571', 'P550', 'P1213', 'P1209', 'P851', 'P608', 'P848']"
R153,DC5095A(M),DC5095,DC5107,2373.911768,43.84031037,1.006534544,59.1467056,"['TFAW', 'TFAS', 'TDAW', 'TDBA', 'TDEB', 'TDEB', 'TDEC', 'TDEG']","['P851', 'P1209', 'P1213', 'P552', 'P553', 'P554', 'P555', 'P556', 'P551', 'P1572', 'P547', 'P548', 'P549', 'P546', 'P1319', 'P1220', 'P853', 'P1576', 'P857', 'P1222']"
R154,DC5095B(M),DC5095,DC5101,1529.020186,40.8928493,0.921136789,41.96517251,"['TFAW', 'TFAS', 'TDAW', 'TDBA', 'TDBC', 'TDBE']","['P851', 'P1209', 'P1213', 'P552', 'P553', 'P554', 'P555', 'P556', 'P551', 'P1572', 'P545', 'P1221', 'P1219', 'P854', 'P1577']"
R155,DC5095C(M),DC5095,DC5103,1467.075,35.76320003,0.896645861,41.02191635,"['TFAW', 'TFAS', 'TFAM', 'TFAL']","['P851', 'P1209', 'P1213', 'P550', 'P1571', 'P1215', 'P1218', 'P855', 'P1578']"
R156,DC5096A(M),DC5096,DC5088,1443.224186,37.21125325,-1.053539206,42.83772764,"['TDBC', 'TDBA', 'TDAW', 'TFAS', 'TFAW', 'TFBD']","['P1219', 'P1221', 'P545', 'P1572', 'P551', 'P556', 'P555', 'P554', 'P553', 'P552', 'P1213', 'P1209', 'P851', 'P608', 'P848']"
